class_name,class_description,method,method_description,data_type
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","prepend(java.lang.String property,       boolean[] values)",Prepend a value or values to a user property.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","prepend(java.lang.String property,       double value)",Prepend a value or values to a user property.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","prepend(java.lang.String property,       double[] values)",Prepend a value or values to a user property.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","prepend(java.lang.String property,       float value)",Prepend a value or values to a user property.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","prepend(java.lang.String property,       float[] values)",Prepend a value or values to a user property.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","prepend(java.lang.String property,       int value)",Prepend a value or values to a user property.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","prepend(java.lang.String property,       int[] values)",Prepend a value or values to a user property.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","prepend(java.lang.String property,       org.json.JSONArray values)",Prepend a value or values to a user property.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","prepend(java.lang.String property,       org.json.JSONObject values)",Prepend a value or values to a user property.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","prepend(java.lang.String property,       long value)",Prepend a value or values to a user property.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","prepend(java.lang.String property,       long[] values)",Prepend a value or values to a user property.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","prepend(java.lang.String property,       java.lang.String value)",Prepend a value or values to a user property.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","prepend(java.lang.String property,       java.lang.String[] values)",Prepend a value or values to a user property.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","set(java.lang.String property,   boolean value)",Sets a user property value.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","set(java.lang.String property,   boolean[] values)",Sets a user property value.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","set(java.lang.String property,   double value)",Sets a user property value.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","set(java.lang.String property,   double[] values)",Sets a user property value.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","set(java.lang.String property,   float value)",Sets a user property value.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","set(java.lang.String property,   float[] values)",Sets a user property value.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","set(java.lang.String property,   int value)",Sets a user property value.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","set(java.lang.String property,   int[] values)",Sets a user property value.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","set(java.lang.String property,   org.json.JSONArray values)",Sets a user property value.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","set(java.lang.String property,   org.json.JSONObject values)",Sets a user property value.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","set(java.lang.String property,   long value)",Sets a user property value.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","set(java.lang.String property,   long[] values)",Sets a user property value.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","set(java.lang.String property,   java.lang.Object value)",Deprecated.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","set(java.lang.String property,   java.lang.String value)",Sets a user property value.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","set(java.lang.String property,   java.lang.String[] values)",Sets a user property value.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","setOnce(java.lang.String property,       boolean value)",Sets a user property value only once.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","setOnce(java.lang.String property,       boolean[] values)",Sets a user property value only once.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","setOnce(java.lang.String property,       double value)",Sets a user property value only once.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","setOnce(java.lang.String property,       double[] values)",Sets a user property value only once.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","setOnce(java.lang.String property,       float value)",Sets a user property value only once.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","setOnce(java.lang.String property,       float[] values)",Sets a user property value only once.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","setOnce(java.lang.String property,       int value)",Sets a user property value only once.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","setOnce(java.lang.String property,       int[] values)",Sets a user property value only once.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","setOnce(java.lang.String property,       org.json.JSONArray values)",Sets a user property value only once.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","setOnce(java.lang.String property,       org.json.JSONObject values)",Sets a user property value only once.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","setOnce(java.lang.String property,       long value)",Sets a user property value only once.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","setOnce(java.lang.String property,       long[] values)",Sets a user property value only once.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","setOnce(java.lang.String property,       java.lang.Object value)",Deprecated.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","setOnce(java.lang.String property,       java.lang.String value)",Sets a user property value only once.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","setOnce(java.lang.String property,       java.lang.String[] values)",Sets a user property value only once.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.",unset(java.lang.String property),Unset and remove a user property.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","add(java.lang.String property,   double value)",Increment a user property by some numerical value.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","add(java.lang.String property,   float value)",Increment a user property by some numerical value.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","add(java.lang.String property,   int value)",Increment a user property by some numerical value.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","add(java.lang.String property,   org.json.JSONObject values)",Increment a user property by some numerical value.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","add(java.lang.String property,   long value)",Increment a user property by some numerical value.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","add(java.lang.String property,   java.lang.String value)",Increment a user property by some numerical value.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","append(java.lang.String property,      boolean value)",Append a value or values to a user property.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","append(java.lang.String property,      boolean[] values)",Append a value or values to a user property.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","append(java.lang.String property,      double value)",Append a value or values to a user property.,Identify
com.amplitude.api.Identify,"Identify  Identify objects are a wrapper for user property operations. Each method adds a user  property operation to the Identify object, and returns the same Identify object, allowing  you to chain multiple method calls together, for example:  Identify identify = new Identify().set(""color"", ""green"").add(""karma"", 1);    Note: if the same user property is used  in multiple operations on a single Identify object, only the first operation on that  property will be saved, and the rest will be ignored.    After creating an Identify object and setting the desired operations, send it to Amplitude  servers by calling Amplitude.getInstance().identify(identify); and pass in the object.","append(java.lang.String property,      double[] values)",Append a value or values to a user property.,Identify
